Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2021-02-03,233.16819763183594,235.17363252551124,229.57951310519303,229.87698277544783,27158100
2021-02-04,232.2181854248047,233.39842973611815,230.64454098446654,232.84189498215045,25296100
2021-02-05,232.40057373046875,233.43687863686682,230.69259378513237,232.42935875775055,18054800
2021-02-08,232.6595916748047,233.82062650984076,231.0667522626685,233.31207164136814,22211900
2021-02-09,233.90699768066406,234.85693261686325,231.6136983743784,232.08386345870682,23565000
2021-02-10,232.9954376220703,235.97000191539507,231.14351838244667,235.08722714593918,22186700
2021-02-11,234.59786987304688,235.23115495661315,232.35253581551774,234.8761299477972,15751100
2021-02-12,235.07766723632812,235.37512223975358,232.90909785912032,234.0605427220062,16561100
2021-02-16,233.83981323242188,236.17150222991458,233.09137346567442,235.11600274275108,26728500
2021-02-17,234.8592987060547,234.9650917712769,231.72399963468183,232.0894692554744,21653500
2021-02-18,234.46495056152344,234.5995949311717,231.647031012765,232.55107806974718,16925600
2021-02-19,231.75282287597656,234.53227887991062,230.99303240639816,234.4264858275061,25262600
2021-02-22,225.53994750976562,228.82913016967538,223.51065478002488,228.33864303907808,36446900
2021-02-23,224.34732055664062,225.84764749939075,219.98096940260277,221.51977454524229,30228700
2021-02-24,225.57839965820312,226.20353110586373,220.24068577960895,221.2120477133172,26339700
2021-02-25,220.23104858398438,225.6168375975213,219.16350592936016,223.20285135829647,39542200
2021-02-26,223.49139404296875,226.36701617746488,220.76001381444942,222.67390094963855,37819200
2021-03-01,227.87701416015625,228.38674041190882,224.23197397293902,226.87678608775025,25324000
2021-03-02,224.9244384765625,228.2232481775111,224.52050529024729,227.94433249579967,22812500
2021-03-03,218.8557586669922,224.64549595106263,218.56723082291026,223.279813142553,34029500
2021-03-04,218.05751037597656,223.59719816718902,215.68198738845186,218.0671372652844,44727800
2021-03-05,222.7412109375,224.34733099195296,217.797818631385,220.74077002907333,41872800
2021-03-08,218.6923065185547,224.44356674168196,218.44225683064087,222.52006696503778,35267400
2021-03-09,224.8378448486328,226.37665024660328,222.808552384188,223.97227598423436,33080500
2021-03-10,223.5299072265625,227.93472347498604,223.16443757304768,227.93472347498604,29746800
2021-03-11,228.0597381591797,230.0217013232755,225.34759663880936,225.97274282318187,29907600
2021-03-12,226.73251342773438,226.79984295722946,224.3088998432436,225.05906350687266,22653700
2021-03-15,225.82846069335938,226.19393030127117,222.94321138913833,225.97273196365254,26034900
2021-03-16,228.6175079345703,230.87761072964167,226.91520700329045,227.24219835106737,28092200
2021-03-17,227.97314453125,229.42539598371647,224.30888048851298,227.11718787736953,29562100
2021-03-18,221.89488220214844,225.2321546884323,221.51980042264478,223.66449805031266,34833000
2021-03-19,221.53903198242188,223.57793649132006,220.5772823574496,222.18340247013717,46430700
2021-03-22,226.9633331298828,227.83851426603098,221.3370911146356,221.46212328057254,30127000
2021-03-23,228.4924774169922,231.8297497860793,228.0019903918306,228.4059234728698,31638400
2021-03-24,226.45362854003906,228.89646672788933,226.31898414661643,228.75221011891443,25620100
2021-03-25,223.45294189453125,227.8769967829049,222.71240512495487,226.29972771990109,34061900
2021-03-26,227.43460083007812,227.65581386207742,222.6931811050737,222.6931811050737,25479900
2021-03-29,226.24197387695312,227.74230085645462,223.01049473835994,227.5403269899215,25227500
2021-03-30,222.98167419433594,224.90517359760773,222.26036191810903,224.59740664901904,24792000
2021-03-31,226.751708984375,229.95433693716646,223.50099061619966,224.00110452094995,43623500
2021-04-01,233.08006286621094,233.5513108619018,228.9445359159846,229.3484690587783,30338000
2021-04-05,239.5430450439453,240.39900183366075,233.4166884471967,233.47439109086363,36910600
2021-04-06,238.37930297851562,239.86039119458903,237.43679229555985,238.13886553157835,22931900
2021-04-07,240.34124755859375,241.3318485895909,237.73491405281382,238.3311941792023,22719800
2021-04-08,243.5631103515625,244.41906699343323,242.3609232323544,243.10147460682458,23625200
2021-04-09,246.06369018554688,246.19833456943906,242.78411987236356,243.19766523891198,24326800
2021-04-12,246.12139892578125,247.8140879939687,244.88073344510863,244.9673020816501,27148700
2021-04-13,248.60269165039062,249.2759282376113,247.00618349092295,247.41975820321377,23837500
2021-04-14,245.8135986328125,248.92965822222618,245.40005331204884,247.63131962681794,23070900
2021-04-15,249.57403564453125,249.98758095240146,247.87174932010515,248.0640816410756,25627500
2021-04-16,250.76658630371094,251.0166505967747,247.74670776173645,249.54517485349405,24878600
2021-04-19,248.84317016601562,251.478384960679,247.95837665707845,250.23771931958956,23209300
2021-04-20,248.38145446777344,250.24725099006432,247.0157571580563,247.95828230703108,19722900
2021-04-21,250.6127166748047,250.70889751208153,247.41010318040776,249.03546247449313,24030400
2021-04-22,247.33323669433594,251.76688968100433,245.8617458343259,250.2569352817448,25606200
2021-04-23,251.16094970703125,251.5071948907045,247.4293558567117,248.01603848589244,21462600
2021-04-26,251.54562377929688,252.40159510547846,250.2184338396931,251.6514315090625,19763300
2021-04-27,251.94960021972656,253.12293616808492,250.17035719184975,251.5745037037294,31014200
